# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
S.CEREALE.LO7.r2.2RG00168660	S.CEREALE.LO7.r2.2RG00168660	S.CEREALE.LO7.r2.2RG00168660.1	protein_coding	0	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00168700	S.CEREALE.LO7.r2.2RG00168700	S.CEREALE.LO7.r2.2RG00168700.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00168780	S.CEREALE.LO7.r2.2RG00168780	S.CEREALE.LO7.r2.2RG00168780.1	protein_coding	0	3	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00168860	S.CEREALE.LO7.r2.2RG00168860	S.CEREALE.LO7.r2.2RG00168860.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.2RG00168870	S.CEREALE.LO7.r2.2RG00168870	S.CEREALE.LO7.r2.2RG00168870.1	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.2RG00168890	S.CEREALE.LO7.r2.2RG00168890	S.CEREALE.LO7.r2.2RG00168890.1	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.2RG00168910	S.CEREALE.LO7.r2.2RG00168910	S.CEREALE.LO7.r2.2RG00168910.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.2RG00168910	S.CEREALE.LO7.r2.2RG00168910	S.CEREALE.LO7.r2.2RG00168910.2	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.2RG00168920	S.CEREALE.LO7.r2.2RG00168920	S.CEREALE.LO7.r2.2RG00168920.1	protein_coding	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00168970	S.CEREALE.LO7.r2.2RG00168970	S.CEREALE.LO7.r2.2RG00168970.1	protein_coding	0	0	0	19	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00168980	S.CEREALE.LO7.r2.2RG00168980	S.CEREALE.LO7.r2.2RG00168980.1	protein_coding	0	6	7	6	0	0	6	0	0	0	7	0	0	0	0	0	0	0	6	0
S.CEREALE.LO7.r2.2RG00168990	S.CEREALE.LO7.r2.2RG00168990	S.CEREALE.LO7.r2.2RG00168990.1	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00169000	S.CEREALE.LO7.r2.2RG00169000	S.CEREALE.LO7.r2.2RG00169000.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.2RG00169200	S.CEREALE.LO7.r2.2RG00169200	S.CEREALE.LO7.r2.2RG00169200.1	protein_coding	1	3	6	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	3	0
S.CEREALE.LO7.r2.2RG00169230	S.CEREALE.LO7.r2.2RG00169230	S.CEREALE.LO7.r2.2RG00169230.1	protein_coding	0	3	9	1	0	0	0	1	0	0	9	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00169240	S.CEREALE.LO7.r2.2RG00169240	S.CEREALE.LO7.r2.2RG00169240.1	protein_coding	0	1	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00169250	S.CEREALE.LO7.r2.2RG00169250	S.CEREALE.LO7.r2.2RG00169250.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00169250	S.CEREALE.LO7.r2.2RG00169250	S.CEREALE.LO7.r2.2RG00169250.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00169260	S.CEREALE.LO7.r2.2RG00169260	S.CEREALE.LO7.r2.2RG00169260.1	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00169320	S.CEREALE.LO7.r2.2RG00169320	S.CEREALE.LO7.r2.2RG00169320.1	protein_coding	0	3	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00169490	S.CEREALE.LO7.r2.2RG00169490	S.CEREALE.LO7.r2.2RG00169490.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00169490	S.CEREALE.LO7.r2.2RG00169490	S.CEREALE.LO7.r2.2RG00169490.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00169500	S.CEREALE.LO7.r2.2RG00169500	S.CEREALE.LO7.r2.2RG00169500.1	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00169500	S.CEREALE.LO7.r2.2RG00169500	S.CEREALE.LO7.r2.2RG00169500.2	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00169500	S.CEREALE.LO7.r2.2RG00169500	S.CEREALE.LO7.r2.2RG00169500.3	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00169510	S.CEREALE.LO7.r2.2RG00169510	S.CEREALE.LO7.r2.2RG00169510.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00169580	S.CEREALE.LO7.r2.2RG00169580	S.CEREALE.LO7.r2.2RG00169580.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00169610	S.CEREALE.LO7.r2.2RG00169610	S.CEREALE.LO7.r2.2RG00169610.1	protein_coding	0	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6
S.CEREALE.LO7.r2.2RG00169670	S.CEREALE.LO7.r2.2RG00169670	S.CEREALE.LO7.r2.2RG00169670.1	protein_coding	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00169680	S.CEREALE.LO7.r2.2RG00169680	S.CEREALE.LO7.r2.2RG00169680.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00169690	S.CEREALE.LO7.r2.2RG00169690	S.CEREALE.LO7.r2.2RG00169690.1	protein_coding	0	1	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00169700	S.CEREALE.LO7.r2.2RG00169700	S.CEREALE.LO7.r2.2RG00169700.1	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00169710	S.CEREALE.LO7.r2.2RG00169710	S.CEREALE.LO7.r2.2RG00169710.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00169710	S.CEREALE.LO7.r2.2RG00169710	S.CEREALE.LO7.r2.2RG00169710.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00169720	S.CEREALE.LO7.r2.2RG00169720	S.CEREALE.LO7.r2.2RG00169720.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.2RG00169740	S.CEREALE.LO7.r2.2RG00169740	S.CEREALE.LO7.r2.2RG00169740.1	protein_coding	0	0	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00169750	S.CEREALE.LO7.r2.2RG00169750	S.CEREALE.LO7.r2.2RG00169750.1	protein_coding	0	0	0	27	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	16
S.CEREALE.LO7.r2.2RG00169760	S.CEREALE.LO7.r2.2RG00169760	S.CEREALE.LO7.r2.2RG00169760.1	protein_coding	0	2	5	9	4	0	0	0	0	5	5	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00169760	S.CEREALE.LO7.r2.2RG00169760	S.CEREALE.LO7.r2.2RG00169760.2	protein_coding	0	2	5	9	4	0	0	0	0	5	5	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00169770	S.CEREALE.LO7.r2.2RG00169770	S.CEREALE.LO7.r2.2RG00169770.1	protein_coding	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00169780	S.CEREALE.LO7.r2.2RG00169780	S.CEREALE.LO7.r2.2RG00169780.1	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
S.CEREALE.LO7.r2.2RG00169810	S.CEREALE.LO7.r2.2RG00169810	S.CEREALE.LO7.r2.2RG00169810.1	protein_coding	0	2	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00169860	S.CEREALE.LO7.r2.2RG00169860	S.CEREALE.LO7.r2.2RG00169860.1	protein_coding	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00169870	S.CEREALE.LO7.r2.2RG00169870	S.CEREALE.LO7.r2.2RG00169870.1	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.2RG00169880	S.CEREALE.LO7.r2.2RG00169880	S.CEREALE.LO7.r2.2RG00169880.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00169890	S.CEREALE.LO7.r2.2RG00169890	S.CEREALE.LO7.r2.2RG00169890.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00169890	S.CEREALE.LO7.r2.2RG00169890	S.CEREALE.LO7.r2.2RG00169890.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00169900	S.CEREALE.LO7.r2.2RG00169900	S.CEREALE.LO7.r2.2RG00169900.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00169910	S.CEREALE.LO7.r2.2RG00169910	S.CEREALE.LO7.r2.2RG00169910.1	protein_coding	0	0	0	8	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.2RG00169920	S.CEREALE.LO7.r2.2RG00169920	S.CEREALE.LO7.r2.2RG00169920.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00169960	S.CEREALE.LO7.r2.2RG00169960	S.CEREALE.LO7.r2.2RG00169960.1	protein_coding	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170030	S.CEREALE.LO7.r2.2RG00170030	S.CEREALE.LO7.r2.2RG00170030.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00170040	S.CEREALE.LO7.r2.2RG00170040	S.CEREALE.LO7.r2.2RG00170040.1	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170140	S.CEREALE.LO7.r2.2RG00170140	S.CEREALE.LO7.r2.2RG00170140.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170150	S.CEREALE.LO7.r2.2RG00170150	S.CEREALE.LO7.r2.2RG00170150.1	protein_coding	0	1	1	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4
S.CEREALE.LO7.r2.2RG00170160	S.CEREALE.LO7.r2.2RG00170160	S.CEREALE.LO7.r2.2RG00170160.1	protein_coding	0	0	0	6	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170200	S.CEREALE.LO7.r2.2RG00170200	S.CEREALE.LO7.r2.2RG00170200.1	protein_coding	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.2RG00170210	S.CEREALE.LO7.r2.2RG00170210	S.CEREALE.LO7.r2.2RG00170210.1	protein_coding	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00170240	S.CEREALE.LO7.r2.2RG00170240	S.CEREALE.LO7.r2.2RG00170240.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.2RG00170250	S.CEREALE.LO7.r2.2RG00170250	S.CEREALE.LO7.r2.2RG00170250.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
S.CEREALE.LO7.r2.2RG00170260	S.CEREALE.LO7.r2.2RG00170260	S.CEREALE.LO7.r2.2RG00170260.1	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170260	S.CEREALE.LO7.r2.2RG00170260	S.CEREALE.LO7.r2.2RG00170260.2	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170380	S.CEREALE.LO7.r2.2RG00170380	S.CEREALE.LO7.r2.2RG00170380.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.2RG00170380	S.CEREALE.LO7.r2.2RG00170380	S.CEREALE.LO7.r2.2RG00170380.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.2RG00170390	S.CEREALE.LO7.r2.2RG00170390	S.CEREALE.LO7.r2.2RG00170390.1	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170390	S.CEREALE.LO7.r2.2RG00170390	S.CEREALE.LO7.r2.2RG00170390.2	protein_coding	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170400	S.CEREALE.LO7.r2.2RG00170400	S.CEREALE.LO7.r2.2RG00170400.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.2RG00170550	S.CEREALE.LO7.r2.2RG00170550	S.CEREALE.LO7.r2.2RG00170550.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170560	S.CEREALE.LO7.r2.2RG00170560	S.CEREALE.LO7.r2.2RG00170560.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.2RG00170570	S.CEREALE.LO7.r2.2RG00170570	S.CEREALE.LO7.r2.2RG00170570.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170610	S.CEREALE.LO7.r2.2RG00170610	S.CEREALE.LO7.r2.2RG00170610.1	protein_coding	0	1	1	8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00170710	S.CEREALE.LO7.r2.2RG00170710	S.CEREALE.LO7.r2.2RG00170710.1	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00170710	S.CEREALE.LO7.r2.2RG00170710	S.CEREALE.LO7.r2.2RG00170710.2	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00170720	S.CEREALE.LO7.r2.2RG00170720	S.CEREALE.LO7.r2.2RG00170720.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00170960	S.CEREALE.LO7.r2.2RG00170960	S.CEREALE.LO7.r2.2RG00170960.1	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171080	S.CEREALE.LO7.r2.2RG00171080	S.CEREALE.LO7.r2.2RG00171080.1	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00171080	S.CEREALE.LO7.r2.2RG00171080	S.CEREALE.LO7.r2.2RG00171080.2	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00171090	S.CEREALE.LO7.r2.2RG00171090	S.CEREALE.LO7.r2.2RG00171090.1	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171090	S.CEREALE.LO7.r2.2RG00171090	S.CEREALE.LO7.r2.2RG00171090.2	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171100	S.CEREALE.LO7.r2.2RG00171100	S.CEREALE.LO7.r2.2RG00171100.1	protein_coding	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4
S.CEREALE.LO7.r2.2RG00171110	S.CEREALE.LO7.r2.2RG00171110	S.CEREALE.LO7.r2.2RG00171110.1	protein_coding	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171120	S.CEREALE.LO7.r2.2RG00171120	S.CEREALE.LO7.r2.2RG00171120.1	protein_coding	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00171140	S.CEREALE.LO7.r2.2RG00171140	S.CEREALE.LO7.r2.2RG00171140.1	protein_coding	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171140	S.CEREALE.LO7.r2.2RG00171140	S.CEREALE.LO7.r2.2RG00171140.2	protein_coding	0	0	0	12	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171150	S.CEREALE.LO7.r2.2RG00171150	S.CEREALE.LO7.r2.2RG00171150.1	protein_coding	0	3	3	6	0	0	0	0	0	6	3	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00171180	S.CEREALE.LO7.r2.2RG00171180	S.CEREALE.LO7.r2.2RG00171180.1	protein_coding	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171190	S.CEREALE.LO7.r2.2RG00171190	S.CEREALE.LO7.r2.2RG00171190.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00171200	S.CEREALE.LO7.r2.2RG00171200	S.CEREALE.LO7.r2.2RG00171200.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00171210	S.CEREALE.LO7.r2.2RG00171210	S.CEREALE.LO7.r2.2RG00171210.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171260	S.CEREALE.LO7.r2.2RG00171260	S.CEREALE.LO7.r2.2RG00171260.1	protein_coding	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171260	S.CEREALE.LO7.r2.2RG00171260	S.CEREALE.LO7.r2.2RG00171260.2	protein_coding	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171320	S.CEREALE.LO7.r2.2RG00171320	S.CEREALE.LO7.r2.2RG00171320.1	protein_coding	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00171380	S.CEREALE.LO7.r2.2RG00171380	S.CEREALE.LO7.r2.2RG00171380.1	protein_coding	0	4	3	1	0	0	1	0	0	0	3	0	0	0	0	0	0	0	4	0
S.CEREALE.LO7.r2.2RG00171410	S.CEREALE.LO7.r2.2RG00171410	S.CEREALE.LO7.r2.2RG00171410.1	protein_coding	0	2	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00171420	S.CEREALE.LO7.r2.2RG00171420	S.CEREALE.LO7.r2.2RG00171420.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171430	S.CEREALE.LO7.r2.2RG00171430	S.CEREALE.LO7.r2.2RG00171430.1	protein_coding	0	0	1	4	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171440	S.CEREALE.LO7.r2.2RG00171440	S.CEREALE.LO7.r2.2RG00171440.1	protein_coding	0	1	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1
S.CEREALE.LO7.r2.2RG00171450	S.CEREALE.LO7.r2.2RG00171450	S.CEREALE.LO7.r2.2RG00171450.1	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
S.CEREALE.LO7.r2.2RG00171460	S.CEREALE.LO7.r2.2RG00171460	S.CEREALE.LO7.r2.2RG00171460.1	protein_coding	0	2	5	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00171470	S.CEREALE.LO7.r2.2RG00171470	S.CEREALE.LO7.r2.2RG00171470.1	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171510	S.CEREALE.LO7.r2.2RG00171510	S.CEREALE.LO7.r2.2RG00171510.1	protein_coding	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
S.CEREALE.LO7.r2.2RG00171520	S.CEREALE.LO7.r2.2RG00171520	S.CEREALE.LO7.r2.2RG00171520.1	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
S.CEREALE.LO7.r2.2RG00171540	S.CEREALE.LO7.r2.2RG00171540	S.CEREALE.LO7.r2.2RG00171540.1	protein_coding	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171550	S.CEREALE.LO7.r2.2RG00171550	S.CEREALE.LO7.r2.2RG00171550.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171560	S.CEREALE.LO7.r2.2RG00171560	S.CEREALE.LO7.r2.2RG00171560.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.2RG00171570	S.CEREALE.LO7.r2.2RG00171570	S.CEREALE.LO7.r2.2RG00171570.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.2RG00171620	S.CEREALE.LO7.r2.2RG00171620	S.CEREALE.LO7.r2.2RG00171620.1	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
S.CEREALE.LO7.r2.2RG00171630	S.CEREALE.LO7.r2.2RG00171630	S.CEREALE.LO7.r2.2RG00171630.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.2RG00171640	S.CEREALE.LO7.r2.2RG00171640	S.CEREALE.LO7.r2.2RG00171640.1	protein_coding	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0
S.CEREALE.LO7.r2.2RG00171650	S.CEREALE.LO7.r2.2RG00171650	S.CEREALE.LO7.r2.2RG00171650.1	protein_coding	0	2	3	12	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	12
S.CEREALE.LO7.r2.2RG00171660	S.CEREALE.LO7.r2.2RG00171660	S.CEREALE.LO7.r2.2RG00171660.1	protein_coding	0	2	7	12	0	0	0	5	0	3	7	0	0	0	0	0	0	0	2	4
S.CEREALE.LO7.r2.2RG00171730	S.CEREALE.LO7.r2.2RG00171730	S.CEREALE.LO7.r2.2RG00171730.1	protein_coding	0	8	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	8	0
S.CEREALE.LO7.r2.2RG00171740	S.CEREALE.LO7.r2.2RG00171740	S.CEREALE.LO7.r2.2RG00171740.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00171750	S.CEREALE.LO7.r2.2RG00171750	S.CEREALE.LO7.r2.2RG00171750.1	protein_coding	0	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0
S.CEREALE.LO7.r2.2RG00171770	S.CEREALE.LO7.r2.2RG00171770	S.CEREALE.LO7.r2.2RG00171770.1	protein_coding	0	0	0	9	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2
S.CEREALE.LO7.r2.2RG00171780	S.CEREALE.LO7.r2.2RG00171780	S.CEREALE.LO7.r2.2RG00171780.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00171780	S.CEREALE.LO7.r2.2RG00171780	S.CEREALE.LO7.r2.2RG00171780.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
S.CEREALE.LO7.r2.2RG00171800	S.CEREALE.LO7.r2.2RG00171800	S.CEREALE.LO7.r2.2RG00171800.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
S.CEREALE.LO7.r2.2RG00171810	S.CEREALE.LO7.r2.2RG00171810	S.CEREALE.LO7.r2.2RG00171810.1	protein_coding	0	3	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0
